1.461000000000000000e+03,1.234400000000000000e+05
1.462000000000000000e+03,1.556500000000000000e+05
1.463000000000000000e+03,1.835500000000000000e+05
1.464000000000000000e+03,1.917700000000000000e+05
1.465000000000000000e+03,2.075000000000000000e+05
1.466000000000000000e+03,1.842900000000000000e+05
1.467000000000000000e+03,1.701485000000000000e+05
1.468000000000000000e+03,1.751310000000000000e+05
1.469000000000000000e+03,1.780631000000000058e+05
1.470000000000000000e+03,1.233650000000000000e+05
1.471000000000000000e+03,1.932990000000000000e+05
1.472000000000000000e+03,9.323000000000000000e+04
1.473000000000000000e+03,1.119350000000000000e+05
1.474000000000000000e+03,1.524400000000000000e+05
1.475000000000000000e+03,1.489740000000000000e+05
1.476000000000000000e+03,3.631887999999999884e+05
1.477000000000000000e+03,2.456817999999999884e+05
1.478000000000000000e+03,2.958300000000000000e+05
1.479000000000000000e+03,2.411990000000000000e+05
1.480000000000000000e+03,4.304995999999999767e+05
1.481000000000000000e+03,3.255124000000000233e+05
1.482000000000000000e+03,2.127300000000000000e+05
1.483000000000000000e+03,1.798826000000000058e+05
1.484000000000000000e+03,1.714322000000000116e+05
1.485000000000000000e+03,1.695800000000000000e+05
1.486000000000000000e+03,2.011900000000000000e+05
1.487000000000000000e+03,3.737494000000000233e+05
1.488000000000000000e+03,2.415127999999999884e+05
1.489000000000000000e+03,2.068380000000000000e+05
1.490000000000000000e+03,1.997850000000000000e+05
1.491000000000000000e+03,2.006700000000000000e+05
1.492000000000000000e+03,8.854000000000000000e+04
1.493000000000000000e+03,1.708900000000000000e+05
1.494000000000000000e+03,2.892750000000000000e+05
1.495000000000000000e+03,3.000000000000000000e+05
1.496000000000000000e+03,2.284900000000000000e+05
1.497000000000000000e+03,1.832200000000000000e+05
1.498000000000000000e+03,1.533700000000000000e+05
1.499000000000000000e+03,1.513700000000000000e+05
1.500000000000000000e+03,1.546266000000000058e+05
1.501000000000000000e+03,1.710932999999999884e+05
1.502000000000000000e+03,1.643500000000000000e+05
1.503000000000000000e+03,3.086372999999999884e+05
1.504000000000000000e+03,2.118931000000000058e+05
1.505000000000000000e+03,2.257625000000000000e+05
1.506000000000000000e+03,1.697300000000000000e+05
1.507000000000000000e+03,2.313500000000000000e+05
1.508000000000000000e+03,2.054950000000000000e+05
1.509000000000000000e+03,1.643300000000000000e+05
1.510000000000000000e+03,1.470450000000000000e+05
1.511000000000000000e+03,1.508050000000000000e+05
1.512000000000000000e+03,1.638400000000000000e+05
1.513000000000000000e+03,1.462900000000000000e+05
1.514000000000000000e+03,1.648805000000000000e+05
1.515000000000000000e+03,1.598950000000000000e+05
1.516000000000000000e+03,1.560150000000000000e+05
1.517000000000000000e+03,1.463400000000000000e+05
1.518000000000000000e+03,1.278368999999999942e+05
1.519000000000000000e+03,2.116500000000000000e+05
1.520000000000000000e+03,1.397500000000000000e+05
1.521000000000000000e+03,1.416000000000000000e+05
1.522000000000000000e+03,1.676700000000000000e+05
1.523000000000000000e+03,1.166050000000000000e+05
1.524000000000000000e+03,1.197500000000000000e+05
1.525000000000000000e+03,1.207400000000000000e+05
1.526000000000000000e+03,1.272100000000000000e+05
1.527000000000000000e+03,1.155503999999999942e+05
1.528000000000000000e+03,1.380025000000000000e+05
1.529000000000000000e+03,1.397700000000000000e+05
1.530000000000000000e+03,1.589150000000000000e+05
1.531000000000000000e+03,1.257000000000000000e+05
1.532000000000000000e+03,1.082900000000000000e+05
1.533000000000000000e+03,1.434050000000000000e+05
1.534000000000000000e+03,1.185900000000000000e+05
1.535000000000000000e+03,1.549850000000000000e+05
1.536000000000000000e+03,1.087983000000000029e+05
1.537000000000000000e+03,8.735000000000000000e+04
1.538000000000000000e+03,1.836456000000000058e+05
1.539000000000000000e+03,2.421000000000000000e+05
1.540000000000000000e+03,1.162900000000000000e+05
1.541000000000000000e+03,1.477900000000000000e+05
1.542000000000000000e+03,1.379952999999999884e+05
1.543000000000000000e+03,2.046000000000000000e+05
1.544000000000000000e+03,7.840000000000000000e+04
1.545000000000000000e+03,1.117500000000000000e+05
1.546000000000000000e+03,1.284300000000000000e+05
1.547000000000000000e+03,1.309500000000000000e+05
1.548000000000000000e+03,1.481200000000000000e+05
1.549000000000000000e+03,1.225900000000000000e+05
1.550000000000000000e+03,1.349950000000000000e+05
1.551000000000000000e+03,1.229700000000000000e+05
1.552000000000000000e+03,1.502800000000000000e+05
1.553000000000000000e+03,1.507200000000000000e+05
1.554000000000000000e+03,1.114803999999999942e+05
1.555000000000000000e+03,1.841400000000000000e+05
1.556000000000000000e+03,1.002500000000000000e+05
1.557000000000000000e+03,1.186825000000000000e+05
1.558000000000000000e+03,1.033600000000000000e+05
1.559000000000000000e+03,1.184286999999999971e+05
1.560000000000000000e+03,1.581400000000000000e+05
1.561000000000000000e+03,1.438300000000000000e+05
1.562000000000000000e+03,1.217800000000000000e+05
1.563000000000000000e+03,1.246800000000000000e+05
1.564000000000000000e+03,1.678100000000000000e+05
1.565000000000000000e+03,1.596650000000000000e+05
